,t_Survived,t_Pclass,t_Age,t_Fare,t_SibSp,t_Parch,t_totalFamily,t_hasFamily,t_isF,t_isM,t_Port1,t_Port2,t_Port3,t_Port4,t_Name,t_TitleFemale,t_TitleMale,t_Sector,t_Cabin
128,1.0,3.0,0.36792055349407915,-0.19824427701513722,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0742541261389233,0.0,-1.0,3.301312499665663,2.1437830041770147
129,0.0,3.0,0.5601910027645137,-0.5079822104125026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9664536501405249,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
130,0.0,3.0,0.4093993465694898,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
131,0.0,3.0,0.24604171902488062,-0.5064721088735089,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3271520618402576,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
132,0.0,3.0,0.5853229454636844,-0.35646868933346404,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0519596778146343,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
133,1.0,2.0,0.35913546117114853,-0.12491978668775715,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9441592018162357,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
134,0.0,2.0,0.3088715757728072,-0.3866707201133388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3271520618402576,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
135,0.0,2.0,0.2837396330736366,-0.3454791770670269,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9664536501405249,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
136,1.0,1.0,0.2334757476752953,-0.11921562980779811,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11155110984346052,0.0,-1.0,2.0386082982481457,1.325923592178847
137,0.0,1.0,0.4596632319678311,0.4207302360686478,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.003750633845061978,-1.0,1.0,1.4072561975393874,4.151256106354335
138,0.0,3.0,0.19577783362653933,-0.4628462821463391,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
139,0.0,1.0,0.2963056044232219,0.9462455716384695,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9664536501405249,-1.0,1.0,0.775904096830629,2.7757652770846897
140,0.0,3.0,0.36792055349407915,-0.3414522396297103,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.21935158584185907,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
141,1.0,3.0,0.2711736617240512,-0.49237782784290063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.31965079415013364,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
142,1.0,3.0,0.2963056044232219,-0.32928686163157667,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.6987625338050254,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
143,0.0,3.0,0.2334757476752953,-0.5125125150294839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
144,0.0,2.0,0.22090977632571,-0.41687275089321363,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
145,0.0,2.0,0.2334757476752953,0.09152810056801232,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11155110984346052,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
146,1.0,3.0,0.33400351847197784,-0.49145565916975514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.836358725817837,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
147,0.0,3.0,0.10781603417944208,0.04370821849987721,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5427530138370547,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
148,0.0,2.0,0.4533802462930384,-0.12491978668775715,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.405156821824243,-1.0,1.0,3.301312499665663,-0.3469706596355862
149,0.0,2.0,0.5224930887157577,-0.3866707201133388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6505534898354532,-1.0,5.0,-0.4868001045868878,-0.42132151527178324
150,0.0,2.0,0.6355868308620256,-0.39623469652696586,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,5.0,-0.4868001045868878,-0.42132151527178324
151,1.0,1.0,0.2711736617240512,0.6925485130875209,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6505534898354532,1.0,-1.0,1.4072561975393874,-0.3469706596355862
152,0.0,3.0,0.6921337019351597,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.182054602137322,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
153,0.0,3.0,0.5036441316913798,-0.35646868933346404,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4349525378386561,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
154,0.0,3.0,0.36792055349407915,-0.5011867534870308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6430522221453293,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
155,0.0,1.0,0.6355868308620256,0.5874293382238074,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.003750633845061978,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
156,1.0,3.0,0.19577783362653933,-0.49271407711891657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5427530138370547,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
157,0.0,3.0,0.37170143252073384,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2898550781357205,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
158,0.0,3.0,0.36792055349407915,-0.47400492578514347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
159,0.0,3.0,0.36792055349407915,0.7519458402879414,8.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
160,0.0,3.0,0.5476250314149284,-0.32425318983493084,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.31965079415013364,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
161,1.0,2.0,0.49736114601658704,-0.331300330350235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.483161581808228,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
162,0.0,3.0,0.32143754712239253,-0.4918744606632361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
163,0.0,3.0,0.20834380497612465,-0.47400492578514347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2898550781357205,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
164,0.0,3.0,0.007288263382759488,0.1506737441786005,4.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11155110984346052,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
165,1.0,3.0,0.10781603417944208,-0.2351571990343002,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.159760153813033,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
166,1.0,1.0,0.36792055349407915,0.4589861417231558,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.189555869827446,1.0,-1.0,2.6699603989569045,0.8054676027254678
167,0.0,3.0,0.5601910027645137,-0.08666388103324908,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.159760153813033,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
168,0.0,1.0,0.36792055349407915,-0.12642988822675086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
169,0.0,3.0,0.34656948982156316,0.48910360681684706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.5054560301325175,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
170,0.0,1.0,0.7612465443578789,0.026090367211616904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,1.0,0.775904096830629,0.2850116132720886
171,0.0,3.0,0.04498617743151546,-0.06199888922968463,4.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7508526981437278,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
172,1.0,3.0,0.007288263382759488,-0.4242561406845337,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11155110984346052,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
173,0.0,3.0,0.2586076903744659,-0.4888542575852486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
174,0.0,1.0,0.6984166876099522,-0.030371322596999754,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.4274512701485322,-1.0,1.0,0.14455199612187059,-0.1610935205450936
175,0.0,3.0,0.22090977632571,-0.4902797934380587,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5352517461469307,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
176,0.0,3.0,0.36792055349407915,-0.13565761536436197,3.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21935158584185907,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
177,0.0,1.0,0.6230208595124404,-0.07030444769415023,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.10404984215333657,0.0,-1.0,1.4072561975393874,1.4002744478150442
178,0.0,2.0,0.37170143252073384,-0.3866707201133388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9664536501405249,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
179,0.0,3.0,0.4470972606182458,-0.6484216535389205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
180,0.0,3.0,0.36792055349407915,0.7519458402879414,8.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11155110984346052,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
181,0.0,2.0,0.36792055349407915,-0.34539461138084326,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.182054602137322,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
182,0.0,3.0,0.10781603417944208,-0.016444159470040135,4.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0817553938290474,-1.0,0.0,-0.4868001045868878,-0.42132151527178324
183,1.0,2.0,0.007288263382759488,0.13683114673782454,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,0.0,3.301312499665663,-0.2726198039993892
184,1.0,3.0,0.04498617743151546,-0.20495516825442542,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8661544418322503,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
185,0.0,1.0,0.36792055349407915,0.3583127057902398,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6430522221453293,-1.0,1.0,0.14455199612187059,0.7682921749073693
186,1.0,3.0,0.36792055349407915,-0.3363340021468808,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.159760153813033,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
187,1.0,1.0,0.5601910027645137,-0.11384570873513637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.9441592018162357,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
188,0.0,3.0,0.49736114601658704,-0.3363340021468808,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.182054602137322,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
189,0.0,3.0,0.4470972606182458,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
190,1.0,2.0,0.39683337521990447,-0.3866707201133388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8586531741421264,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
191,0.0,2.0,0.2334757476752953,-0.3866707201133388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6430522221453293,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
192,1.0,3.0,0.2334757476752953,-0.4902797934380587,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.159760153813033,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
193,1.0,2.0,0.032420206081930136,-0.12491978668775715,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,0.0,3.301312499665663,-0.3469706596355862
194,1.0,1.0,0.5476250314149284,-0.09027201697708476,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5129572978226415,1.0,-1.0,0.775904096830629,-0.2726198039993892
195,1.0,1.0,0.723548630309123,2.301728820789,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7508526981437278,0.0,-1.0,0.775904096830629,2.5527127101760985
196,0.0,3.0,0.36792055349407915,-0.49237782784290063,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
197,0.0,3.0,0.5224930887157577,-0.47920571548543794,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5427530138370547,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
198,1.0,3.0,0.36792055349407915,-0.49237782784290063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5427530138370547,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
199,0.0,2.0,0.2963056044232219,-0.3866707201133388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.189555869827446,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
200,0.0,3.0,0.34656948982156316,-0.45714212526638004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3271520618402576,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
201,0.0,3.0,0.36792055349407915,0.7519458402879414,8.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
202,0.0,3.0,0.4219653179190751,-0.5176307525123133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
203,0.0,3.0,0.5664739884393064,-0.5029485386158568,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
204,1.0,3.0,0.22090977632571,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.31965079415013364,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
205,0.0,3.0,0.01985423473234481,-0.43776248884929375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.10404984215333657,0.0,-1.0,3.9326646003744212,-0.19826894836319214
206,0.0,3.0,0.39683337521990447,-0.32928686163157667,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10404984215333657,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
207,1.0,3.0,0.32143754712239253,-0.2701412180209885,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.003750633845061978,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
208,1.0,3.0,0.19577783362653933,-0.49237782784290063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2118503181517351,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
209,1.0,1.0,0.49736114601658704,-0.024246350754841113,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.182054602137322,-1.0,1.0,0.14455199612187059,0.7311167470892708
210,0.0,3.0,0.2963056044232219,-0.5064721088735089,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.3976555541341191,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
211,1.0,2.0,0.4345312892686604,-0.22559322262067316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.10404984215333657,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
212,0.0,3.0,0.2711736617240512,-0.5024451714361923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5352517461469307,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
213,0.0,2.0,0.37170143252073384,-0.3866707201133388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.003750633845061978,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
214,0.0,3.0,0.36792055349407915,-0.49237782784290063,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8586531741421264,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
215,1.0,1.0,0.38426740387031916,1.6323350375212924,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.4274512701485322,0.0,-1.0,2.0386082982481457,0.9169938861797634
216,1.0,3.0,0.33400351847197784,-0.4888542575852486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5352517461469307,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
217,0.0,2.0,0.5224930887157577,-0.10478509950117394,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11155110984346052,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
218,1.0,1.0,0.39683337521990447,0.8876878608937296,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6430522221453293,0.0,-1.0,2.0386082982481457,0.13630990199969456
219,0.0,2.0,0.37170143252073384,-0.43700743807979686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9664536501405249,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
220,1.0,3.0,0.19577783362653933,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3271520618402576,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
221,0.0,2.0,0.33400351847197784,-0.3866707201133388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
222,0.0,3.0,0.6355868308620256,-0.4863374216869257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4274512701485322,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
223,0.0,3.0,0.36792055349407915,-0.4894421904510968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
224,1.0,1.0,0.4722292033174164,1.163700193253568,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11155110984346052,-1.0,1.0,1.4072561975393874,3.035993271811379
225,0.0,3.0,0.2711736617240512,-0.4601623283443675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11155110984346052,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
226,1.0,2.0,0.2334757476752953,-0.43700743807979686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
227,0.0,3.0,0.2523247046996733,-0.5024451714361923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4349525378386561,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
228,0.0,2.0,0.22090977632571,-0.3866707201133388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
229,0.0,3.0,0.36792055349407915,-0.13565761536436197,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4274512701485322,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
230,1.0,1.0,0.4345312892686604,1.0323213593611125,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.836358725817837,1.0,-1.0,1.4072561975393874,2.664238993630394
231,0.0,3.0,0.35913546117114853,-0.4918744606632361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.31965079415013364,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
232,0.0,2.0,0.7361146016587082,-0.3766033765200472,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
233,1.0,3.0,0.05755214878110078,-0.016444159470040135,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3271520618402576,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
234,0.0,2.0,0.2963056044232219,-0.43700743807979686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6505534898354532,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
235,0.0,3.0,0.36792055349407915,-0.49640476528021726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11155110984346052,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
236,0.0,2.0,0.5476250314149284,-0.12491978668775715,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0742541261389233,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
237,1.0,2.0,0.09525006282985675,-0.11988611489111134,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5427530138370547,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
238,0.0,2.0,0.2334757476752953,-0.43700743807979686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4349525378386561,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
239,0.0,2.0,0.4093993465694898,-0.4012683683236117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5352517461469307,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
240,0.0,3.0,0.36792055349407915,-0.3573908580066095,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6430522221453293,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
241,1.0,3.0,0.36792055349407915,-0.3363340021468808,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3271520618402576,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
242,0.0,2.0,0.35913546117114853,-0.43700743807979686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4349525378386561,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
243,0.0,3.0,0.2711736617240512,-0.5049620073345151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21935158584185907,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
244,0.0,3.0,0.37170143252073384,-0.5029485386158568,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.7508526981437278,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
245,0.0,1.0,0.5476250314149284,1.163700193253568,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.003750633845061978,-1.0,2.0,1.4072561975393874,2.4783618545399015
246,0.0,3.0,0.3088715757728072,-0.4918744606632361,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0817553938290474,0.0,-1.0,-0.4868001045868878,-0.42132151527178324
247,1.0,2.0,0.2963056044232219,-0.35646868933346404,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4349525378386561,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
248,1.0,1.0,0.4596632319678311,0.40974072380221066,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21935158584185907,-1.0,1.0,2.0386082982481457,0.879818458361665
249,0.0,2.0,0.6732847449107816,-0.12491978668775715,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21935158584185907,-1.0,5.0,-0.4868001045868878,-0.42132151527178324
250,0.0,3.0,0.36792055349407915,-0.5024451714361923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5352517461469307,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
251,0.0,3.0,0.35913546117114853,-0.43776248884929375,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.6207577738210401,1.0,-1.0,3.9326646003744212,-0.19826894836319214
252,0.0,1.0,0.7738125157074642,-0.11384570873513637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2118503181517351,-1.0,1.0,1.4072561975393874,2.8129407049027884
253,0.0,3.0,0.37170143252073384,-0.32425318983493084,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.31965079415013364,-1.0,1.0,-0.4868001045868878,-0.42132151527178324
254,0.0,3.0,0.5099271173661725,-0.2414492887801075,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.405156821824243,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
255,1.0,3.0,0.35913546117114853,-0.3414522396297103,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2973563458258444,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
256,1.0,1.0,0.36792055349407915,0.9462455716384695,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3271520618402576,1.0,-1.0,-0.4868001045868878,-0.42132151527178324
257,1.0,1.0,0.37170143252073384,1.093228788100527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7508526981437278,0.0,-1.0,0.775904096830629,2.441186426721803
